Sensor_ID,Timestamp,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger
S_829,1/14/2024 16:00,117,0.9,27,99.4,49,0.36,E_29,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,28,Dependent,High,0,1
S_830,1/14/2024 17:00,120,0.8,28,112.1,50,0.39,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,29,29,29,Dependent,Medium,0,0
S_831,1/14/2024 18:00,111,0.4,19,50,39,0.21,E_31,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,30,30,0,Independent,High,1,0
S_832,1/14/2024 19:00,112,0.7,20,61.6,40,0.26,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,31,31,1,Dependent,Medium,0,0
S_833,1/14/2024 20:00,113,0.8,23,83.4,43,0.31,E_33,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,32,32,2,Dependent,High,0,1
S_834,1/14/2024 21:00,114,0.7,24,95.4,42,0.34,E_34,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,33,33,3,Independent,Medium,1,0
S_835,1/14/2024 22:00,113,0.8,25,107.6,45,0.41,E_35,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,4,Dependent,High,0,0
S_836,1/14/2024 23:00,114,0.6,24,62.5,46,0.19,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,35,35,5,Dependent,Medium,0,0
S_837,1/15/2024 0:00,117,0.5,25,74.6,47,0.24,E_37,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,36,36,6,Independent,High,1,1
S_838,1/15/2024 1:00,116,0.6,26,86.9,48,0.31,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,37,37,7,Dependent,Medium,0,0
S_839,1/15/2024 2:00,119,0.7,29,89.4,49,0.36,E_39,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,38,38,8,Dependent,High,0,0
S_840,1/15/2024 3:00,120,0.8,30,112.1,50,0.39,E_40,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,39,39,9,Independent,Medium,1,0
S_841,1/15/2024 4:00,111,0.6,19,60,39,0.19,E_41,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,10,Dependent,High,0,1
S_842,1/15/2024 5:00,112,0.7,22,71.6,40,0.26,E_42,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,41,41,11,Dependent,Medium,0,0
S_843,1/15/2024 6:00,111,0.6,23,73.4,43,0.31,E_43,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,42,42,12,Independent,High,1,0
S_844,1/15/2024 7:00,112,0.9,24,95.4,44,0.36,E_44,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,43,43,13,Dependent,Medium,0,0
S_845,1/15/2024 8:00,113,0.8,23,107.6,43,0.41,E_45,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,44,44,14,Dependent,High,0,1
S_846,1/15/2024 9:00,116,0.6,24,62.5,44,0.21,E_46,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,45,45,15,Independent,Medium,1,0
S_847,1/15/2024 10:00,117,0.5,27,74.6,47,0.24,E_47,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,16,Dependent,High,0,0
S_848,1/15/2024 11:00,118,0.6,28,86.9,48,0.31,E_48,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,47,47,17,Dependent,Medium,0,0
S_849,1/15/2024 12:00,119,0.7,27,89.4,47,0.34,E_49,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,48,48,18,Independent,High,1,1
S_850,1/15/2024 13:00,120,1,30,102.1,48,0.39,E_50,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,49,49,19,Dependent,Medium,0,0
S_851,1/15/2024 14:00,111,0.4,19,60,39,0.21,E_1,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,50,0,20,Dependent,High,0,0
S_852,1/15/2024 15:00,112,0.5,20,61.6,40,0.26,E_2,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,51,1,21,Independent,Medium,1,0
S_853,1/15/2024 16:00,113,0.6,23,73.4,43,0.31,E_3,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,22,Dependent,High,0,1
S_854,1/15/2024 17:00,112,0.9,22,85.4,42,0.34,E_4,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,53,3,23,Dependent,Medium,0,0
S_855,1/15/2024 18:00,115,0.8,25,107.6,43,0.39,E_5,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,54,4,24,Independent,High,1,0
S_856,1/15/2024 19:00,114,0.6,24,52.5,46,0.19,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,55,5,25,Dependent,Medium,0,0
S_857,1/15/2024 20:00,117,0.5,25,74.6,47,0.24,E_7,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,56,6,26,Dependent,High,0,1
S_858,1/15/2024 21:00,118,0.8,28,86.9,46,0.31,E_8,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,57,7,27,Independent,Medium,1,0
S_859,1/15/2024 22:00,117,0.9,29,99.4,49,0.36,E_9,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,28,Dependent,High,0,0
S_860,1/15/2024 23:00,120,1,28,102.1,48,0.39,E_10,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,59,9,29,Dependent,Medium,0,0
S_861,1/16/2024 0:00,111,0.6,19,60,41,0.21,E_11,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,60,10,0,Independent,High,1,1
S_862,1/16/2024 1:00,110,0.5,22,71.6,42,0.26,E_12,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,61,11,1,Dependent,Medium,0,0
S_863,1/16/2024 2:00,111,0.6,23,73.4,41,0.29,E_13,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,62,12,2,Dependent,High,0,0
S_864,1/16/2024 3:00,114,0.9,22,95.4,42,0.34,E_14,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,63,13,3,Independent,Medium,1,0
S_865,1/16/2024 4:00,115,0.8,23,107.6,45,0.39,E_15,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,4,Dependent,High,0,1
S_866,1/16/2024 5:00,114,0.6,26,62.5,46,0.21,E_16,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,65,15,5,Dependent,Medium,0,0
S_867,1/16/2024 6:00,117,0.5,27,64.6,45,0.26,E_17,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,66,16,6,Independent,High,1,0
S_868,1/16/2024 7:00,118,0.6,26,76.9,46,0.31,E_18,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,67,17,7,Dependent,Medium,0,0
S_869,1/16/2024 8:00,119,0.9,29,89.4,47,0.34,E_19,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,68,18,8,Dependent,High,0,1
S_870,1/16/2024 9:00,120,0.8,30,112.1,50,0.39,E_20,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,69,19,9,Independent,Medium,1,0
S_871,1/16/2024 10:00,111,0.4,21,50,39,0.19,E_21,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,10,Dependent,High,0,0
S_872,1/16/2024 11:00,110,0.5,22,71.6,40,0.26,E_22,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,71,21,11,Dependent,Medium,0,0
S_873,1/16/2024 12:00,111,0.6,21,73.4,43,0.31,E_23,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,72,22,12,Independent,High,1,1
S_874,1/16/2024 13:00,114,0.7,22,85.4,44,0.36,E_24,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,73,23,13,Dependent,Medium,0,0
S_875,1/16/2024 14:00,115,0.8,23,97.6,45,0.39,E_25,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,74,24,14,Dependent,High,0,0
S_876,1/16/2024 15:00,114,0.4,24,62.5,46,0.19,E_26,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,75,25,15,Independent,Medium,1,0
S_877,1/16/2024 16:00,115,0.7,27,64.6,47,0.24,E_27,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,16,Dependent,High,0,1
S_878,1/16/2024 17:00,118,0.6,28,76.9,46,0.31,E_28,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,77,27,17,Dependent,Medium,0,0
S_879,1/16/2024 18:00,119,0.7,29,99.4,49,0.34,E_29,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,78,28,18,Independent,High,1,0
S_880,1/16/2024 19:00,118,1,28,102.1,50,0.39,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,79,29,19,Dependent,Medium,0,0
S_881,1/16/2024 20:00,111,0.4,21,60,39,0.21,E_31,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,80,30,20,Dependent,High,0,1
S_882,1/16/2024 21:00,110,0.5,20,61.6,40,0.24,E_32,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,81,31,21,Independent,Medium,1,0
S_883,1/16/2024 22:00,111,0.6,21,73.4,43,0.29,E_33,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,22,Dependent,High,0,0
S_884,1/16/2024 23:00,112,0.7,24,95.4,44,0.34,E_34,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,83,33,23,Dependent,Medium,0,0
S_885,1/17/2024 0:00,115,1,25,107.6,43,0.39,E_35,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,84,34,24,Independent,High,1,1
S_886,1/17/2024 1:00,116,0.4,26,62.5,46,0.19,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,85,35,25,Dependent,Medium,0,0
S_887,1/17/2024 2:00,117,0.5,27,74.6,47,0.26,E_37,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,86,36,26,Dependent,High,0,0
S_888,1/17/2024 3:00,116,0.6,28,76.9,46,0.31,E_38,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,87,37,27,Independent,Medium,1,0
S_889,1/17/2024 4:00,119,0.7,27,89.4,49,0.36,E_39,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,28,Dependent,High,0,1
S_890,1/17/2024 5:00,120,1,28,102.1,48,0.41,E_40,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,89,39,29,Dependent,Medium,0,0
S_891,1/17/2024 6:00,111,0.4,19,50,41,0.19,E_41,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,90,40,0,Independent,High,1,0
S_892,1/17/2024 7:00,112,0.5,20,71.6,42,0.26,E_42,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,91,41,1,Dependent,Medium,0,0
S_893,1/17/2024 8:00,113,0.8,23,73.4,41,0.31,E_43,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,92,42,2,Dependent,High,0,1
S_894,1/17/2024 9:00,112,0.9,22,85.4,44,0.36,E_44,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,93,43,3,Independent,Medium,1,0
S_895,1/17/2024 10:00,115,1,23,97.6,45,0.39,E_45,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,94,44,4,Dependent,High,0,0
S_896,1/17/2024 11:00,116,0.6,24,62.5,46,0.21,E_46,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,95,45,5,Dependent,Medium,0,0
S_897,1/17/2024 12:00,115,0.7,27,64.6,47,0.26,E_47,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,96,46,6,Independent,High,1,1
S_898,1/17/2024 13:00,118,0.8,26,76.9,48,0.29,E_48,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,97,47,7,Dependent,Medium,0,0
S_899,1/17/2024 14:00,119,0.7,29,99.4,49,0.36,E_49,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,98,48,8,Dependent,High,0,0
S_900,1/17/2024 15:00,118,0.8,28,112.1,50,0.41,E_50,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,99,49,9,Independent,Medium,1,0
S_901,1/17/2024 16:00,111,0.4,19,50,39,0.21,E_1,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,0,0,10,Dependent,High,0,1
S_902,1/17/2024 17:00,110,0.7,20,71.6,40,0.24,E_2,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,1,1,11,Dependent,Medium,0,0
S_903,1/17/2024 18:00,113,0.6,23,73.4,41,0.29,E_3,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,2,2,12,Independent,High,1,0
S_904,1/17/2024 19:00,112,0.9,22,85.4,42,0.34,E_4,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,3,3,13,Dependent,Medium,0,0
S_905,1/17/2024 20:00,113,0.8,25,97.6,45,0.41,E_5,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,4,4,14,Dependent,High,0,1
S_906,1/17/2024 21:00,116,0.4,26,62.5,46,0.19,E_6,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,5,5,15,Independent,Medium,1,0
S_907,1/17/2024 22:00,115,0.5,25,74.6,45,0.24,E_7,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,6,6,16,Dependent,High,0,0
S_908,1/17/2024 23:00,116,0.6,28,76.9,46,0.31,E_8,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,7,7,17,Dependent,Medium,0,0
S_909,1/18/2024 0:00,119,0.7,29,89.4,47,0.36,E_9,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,8,8,18,Independent,High,1,1
S_910,1/18/2024 1:00,118,1,28,112.1,48,0.39,E_10,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,9,9,19,Dependent,Medium,0,0
S_911,1/18/2024 2:00,109,0.4,19,60,41,0.19,E_11,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,10,10,20,Dependent,High,0,0
S_912,1/18/2024 3:00,112,0.7,22,61.6,40,0.24,E_12,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,11,11,21,Independent,Medium,1,0
S_913,1/18/2024 4:00,111,0.6,23,73.4,41,0.29,E_13,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,12,12,22,Dependent,High,0,1
S_914,1/18/2024 5:00,114,0.9,24,85.4,44,0.34,E_14,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,13,13,23,Dependent,Medium,0,0
S_915,1/18/2024 6:00,113,1,25,97.6,45,0.39,E_15,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,14,14,24,Independent,High,1,0
S_916,1/18/2024 7:00,116,0.4,26,62.5,46,0.19,E_16,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,15,15,25,Dependent,Medium,0,0
S_917,1/18/2024 8:00,115,0.5,25,74.6,45,0.26,E_17,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,26,Dependent,High,0,1
S_918,1/18/2024 9:00,116,0.8,28,76.9,46,0.31,E_18,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,17,17,27,Independent,Medium,1,0
S_919,1/18/2024 10:00,117,0.9,29,89.4,49,0.36,E_19,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,18,18,28,Dependent,High,0,0
S_920,1/18/2024 11:00,118,1,30,102.1,48,0.41,E_20,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,19,19,29,Dependent,Medium,0,0
S_921,1/18/2024 12:00,111,0.4,21,50,41,0.21,E_21,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,20,20,0,Independent,High,1,1
S_922,1/18/2024 13:00,112,0.5,22,71.6,42,0.26,E_22,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,21,21,1,Dependent,Medium,0,0
S_923,1/18/2024 14:00,111,0.8,21,73.4,41,0.31,E_23,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,2,Dependent,High,0,0
S_924,1/18/2024 15:00,112,0.9,24,95.4,42,0.34,E_24,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,23,23,3,Independent,Medium,1,0
S_925,1/18/2024 16:00,115,0.8,23,107.6,45,0.41,E_25,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,24,24,4,Dependent,High,0,1
S_926,1/18/2024 17:00,116,0.4,26,62.5,46,0.19,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,25,25,5,Dependent,Medium,0,0
S_927,1/18/2024 18:00,115,0.7,25,64.6,47,0.26,E_27,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,26,26,6,Independent,High,1,0
S_928,1/18/2024 19:00,116,0.8,28,76.9,46,0.29,E_28,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,27,27,7,Dependent,Medium,0,0
S_929,1/18/2024 20:00,117,0.9,27,99.4,49,0.36,E_29,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,8,Dependent,High,0,1
S_930,1/18/2024 21:00,118,1,28,102.1,50,0.41,E_30,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,29,29,9,Independent,Medium,1,0
S_931,1/18/2024 22:00,109,0.6,19,50,41,0.21,E_31,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,30,30,10,Dependent,High,0,0
S_932,1/18/2024 23:00,112,0.7,22,61.6,42,0.26,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,31,31,11,Dependent,Medium,0,0
S_933,1/19/2024 0:00,113,0.6,23,73.4,41,0.29,E_33,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,32,32,12,Independent,High,1,1
S_934,1/19/2024 1:00,112,0.7,22,85.4,42,0.36,E_34,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,33,33,13,Dependent,Medium,0,0
S_935,1/19/2024 2:00,113,1,23,107.6,45,0.41,E_35,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,14,Dependent,High,0,0
S_936,1/19/2024 3:00,116,0.4,24,62.5,44,0.21,E_36,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,35,35,15,Independent,Medium,1,0
S_937,1/19/2024 4:00,117,0.7,25,64.6,47,0.24,E_37,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,36,36,16,Dependent,High,0,1
S_938,1/19/2024 5:00,116,0.6,28,76.9,48,0.31,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,37,37,17,Dependent,Medium,0,0
S_939,1/19/2024 6:00,117,0.9,29,99.4,49,0.36,E_39,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,38,38,18,Independent,High,1,0
S_940,1/19/2024 7:00,120,0.8,30,112.1,48,0.39,E_40,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,39,39,19,Dependent,Medium,0,0
S_941,1/19/2024 8:00,111,0.4,21,50,39,0.19,E_41,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,20,Dependent,High,0,1
S_942,1/19/2024 9:00,110,0.7,20,61.6,42,0.26,E_42,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,41,41,21,Independent,Medium,1,0
S_943,1/19/2024 10:00,111,0.8,23,73.4,43,0.29,E_43,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,42,42,22,Dependent,High,0,0
S_944,1/19/2024 11:00,112,0.9,22,95.4,44,0.34,E_44,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,43,43,23,Dependent,Medium,0,0
S_945,1/19/2024 12:00,113,0.8,23,97.6,45,0.39,E_45,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,44,44,24,Independent,High,1,1
S_946,1/19/2024 13:00,114,0.4,26,52.5,44,0.21,E_46,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,45,45,25,Dependent,Medium,0,0
S_947,1/19/2024 14:00,115,0.7,25,64.6,45,0.24,E_47,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,26,Dependent,High,0,0
S_948,1/19/2024 15:00,118,0.6,26,76.9,46,0.31,E_48,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,47,47,27,Independent,Medium,1,0
S_949,1/19/2024 16:00,117,0.7,29,99.4,47,0.36,E_49,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,28,Dependent,High,0,1
S_950,1/19/2024 17:00,118,0.8,30,112.1,50,0.39,E_50,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,49,49,29,Dependent,Medium,0,0
S_951,1/19/2024 18:00,109,0.6,21,50,41,0.21,E_1,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,50,0,0,Independent,High,1,0
S_952,1/19/2024 19:00,112,0.7,22,71.6,40,0.24,E_2,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,51,1,1,Dependent,Medium,0,0
S_953,1/19/2024 20:00,113,0.8,21,73.4,43,0.31,E_3,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,2,Dependent,High,0,1
S_954,1/19/2024 21:00,112,0.7,24,95.4,42,0.34,E_4,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,53,3,3,Independent,Medium,1,0
S_955,1/19/2024 22:00,113,1,23,107.6,43,0.41,E_5,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,4,Dependent,High,0,0
S_956,1/19/2024 23:00,114,0.6,26,52.5,46,0.21,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,55,5,5,Dependent,Medium,0,0
S_957,1/20/2024 0:00,115,0.7,25,74.6,45,0.26,E_7,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,56,6,6,Independent,High,1,1
S_958,1/20/2024 1:00,118,0.6,26,76.9,46,0.29,E_8,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,57,7,7,Dependent,Medium,0,0
S_959,1/20/2024 2:00,119,0.7,27,89.4,47,0.36,E_9,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,8,Dependent,High,0,0
S_960,1/20/2024 3:00,120,0.8,30,102.1,50,0.39,E_10,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,59,9,9,Independent,Medium,1,0
S_961,1/20/2024 4:00,111,0.6,19,60,41,0.21,E_11,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,10,Dependent,High,0,1
S_962,1/20/2024 5:00,112,0.5,20,71.6,42,0.24,E_12,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,61,11,11,Dependent,Medium,0,0
S_963,1/20/2024 6:00,113,0.6,21,83.4,41,0.31,E_13,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,62,12,12,Independent,High,1,0
S_964,1/20/2024 7:00,112,0.7,24,85.4,44,0.34,E_14,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,63,13,13,Dependent,Medium,0,0
S_965,1/20/2024 8:00,115,0.8,23,107.6,45,0.41,E_15,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,14,Dependent,High,0,1
S_966,1/20/2024 9:00,114,0.6,24,62.5,44,0.21,E_16,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,65,15,15,Independent,Medium,1,0
S_967,1/20/2024 10:00,117,0.5,25,74.6,45,0.24,E_17,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,16,Dependent,High,0,0
